ID	Family	Genus	Species	Part	matched_name	taxon.synonyms	NCBITaxonomy	ott_id	query_otol_kingdom	query_otol_phylum	query_otol_class	query_otol_order	query_otol_family	query_otol_genus	query_otol_species
Picramnia latifolia|L	simaroubaceae	Picramnia	picramnia latifolia	L	Picramnia latifolia	"['Picramnia cooperi', 'Picramnia eosina', 'Picramnia longissima', 'Picramnia macrostachys', 'Picramnia umbrosa']"	681474|Picramnia latifolia	972695	Archaeplastida	Streptophyta	Magnoliopsida	Picramniales	Picramniaceae	Picramnia	Picramnia latifolia
Diplostephium costaricense|AE	asteraceae	Diplostephium	diplostephium costaricense	AE	Diplostephium costaricense	['Diplostephium costaricense']	1716008|Piofontia costaricensis	6056175	Archaeplastida	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Piofontia	Piofontia costaricensis
Piper caudatifolium|WP	piperaceae	Piper	piper caudatifolium	WP	Piper caudatifolium	[]		6030446	Archaeplastida	Streptophyta	Magnoliopsida	Piperales	Piperaceae	Piper	Piper caudatifolium
Piper garagaranum|WP	piperaceae	Piper	piper garagaranum	WP	Piper garagaranum	"['Piper conceptum', 'Piper viridispicum']"	130400|Piper garagaranum	1081774	Archaeplastida	Streptophyta	Magnoliopsida	Piperales	Piperaceae	Piper	Piper garagaranum
Piper multiplinervium|WP	piperaceae	Piper	piper multiplinervium	WP	Piper multiplinervium	"['Piper aragonense', 'Piper perpuberulum']"	130406|Piper multiplinervium	1081776	Archaeplastida	Streptophyta	Magnoliopsida	Piperales	Piperaceae	Piper	Piper multiplinervium
Piper reticulatum|AE	piperaceae	Piper	piper reticulatum	AE	Piper reticulatum	"['Artanthe ruiziana', 'Artanthe schlechtendalii', 'Discipiper reticulatum', 'Enckea lata', 'Enckea reticulata', 'Enckea smilacifolia', 'Macropiper latum', 'Piper discophorum', 'Piper duchassaingii', 'Piper latum', 'Piper pangoense', 'Piper reticulatum santa-rosanum', 'Piper smilacifolium', 'Piper tarapotianum']"	130413|Piper reticulatum	505277	Archaeplastida	Streptophyta	Magnoliopsida	Piperales	Piperaceae	Piper	Piper reticulatum
Piper tuberculatum|L	piperaceae	Piper	piper tuberculatum	L	Piper tuberculatum	"['Artanthe decurrens', 'Artanthe tuberculata', 'Piper acutifolium', 'Piper arboreum tuberculatum', 'Piper cujabanum', 'Piper ellipticum', 'Piper macrourum', 'Piper nutans', 'Piper obliquum', 'Piper santo-domingense', 'Piper scabrum', 'Piper tuberculatum rigido-membranaceum', 'Piper tuberculatum scandens', 'Piper verrucosum', 'Piper yurimaguasanum', 'Steffensia tuberculata']"	247704|Piper tuberculatum	443344	Archaeplastida	Streptophyta	Magnoliopsida	Piperales	Piperaceae	Piper	Piper tuberculatum
Piptocarpha poeppigiana|WP	asteraceae	Piptocarpha	piptocarpha poeppigiana	WP	Piptocarpha poeppigiana	"['Cacalia poeppigiana', 'Carphobolus poeppigiana', 'Carphobolus tereticaulis', 'Piptocarpha chontalensis', 'Piptocarpha costaricensis', 'Piptocarpha foliosa', 'Piptocarpha laxa', 'Piptocarpha paraensis', 'Piptocarpha tereticaulis', 'Vernonia poeppigiana', 'Vernonia tereticaulis']"	1129490|Piptocarpha poeppigiana	952846	Archaeplastida	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Piptocarpha	Piptocarpha poeppigiana
Pithecellobium johansenii|AE	fabaceae/mim.	Pithecellobium	pithecellobium johansenii	AE	Pithecellobium johansenii	['Pithecellobium telense']		3919605	Archaeplastida	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Pithecellobium	Pithecellobium johansenii
Platymiscium curuense|L	fabaceae/pap.	Platymiscium	platymiscium curuense	L	Platymiscium curuense	[]	557728|Platymiscium curuense	997244	Archaeplastida	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Platymiscium	Platymiscium curuense
Pleuropetalum pleiogynum|WP	amaranthaceae	Pleuropetalum	pleuropetalum pleiogynum	WP	Pleuropetalum pleiogynum	"['Celosia pleiogyna', 'Pleuropetalum standleyi']"		6033754	Archaeplastida	Streptophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Pleuropetalum	Pleuropetalum pleiogynum
Plumeria rubra|AE	apocynaceae	Plumeria	plumeria rubra	AE	Plumeria rubra	"['Plumeria acuminata', 'Plumeria acutifolia', 'Plumeria acutifolia gasparrinii', 'Plumeria angustifolia', 'Plumeria arborea', 'Plumeria arborescens', 'Plumeria aurantia', 'Plumeria aurantiaca', 'Plumeria bicolor', 'Plumeria blandfordiana', 'Plumeria carinata', 'Plumeria conspicua', 'Plumeria gouanii', 'Plumeria incarnata', 'Plumeria incarnata milleri', 'Plumeria jamesonii', 'Plumeria kerrii', 'Plumeria kunthiana', 'Plumeria lambertiana', 'Plumeria loranthifolia', 'Plumeria lutea', 'Plumeria macrophylla', 'Plumeria megaphylla', 'Plumeria mexicana', 'Plumeria milleri', 'Plumeria mollis', 'Plumeria northiana', 'Plumeria purpurea', 'Plumeria rubra acuminata', 'Plumeria rubra acutifolia', 'Plumeria rubra lutea', 'Plumeria rubra tricolor', 'Plumeria tenorii', 'Plumeria tenuifolia', 'Plumeria tricolor']"	62097|Plumeria rubra	590760	Archaeplastida	Streptophyta	Magnoliopsida	Gentianales	Apocynaceae	Plumeria	Plumeria rubra
Posoqueria latifolia|L	rubiaceae	Posoqueria	posoqueria latifolia	L	Posoqueria latifolia	"['Solena latifolia', 'Tocoyena latifolia']"	58460|Posoqueria latifolia	923757	Archaeplastida	Streptophyta	Magnoliopsida	Gentianales	Rubiaceae	Posoqueria	Posoqueria latifolia
Prosopis juliflora|AE	fabaceae/mim.	Prosopis	prosopis juliflora	AE	Prosopis juliflora	"['Acacia cumanensis', 'Acacia juliflora', 'Acacia salinarum', 'Algarobia juliflora', 'Desmanthus salinarum', 'Mimosa juliflora', 'Mimosa piliflora', 'Mimosa salinarum', 'Neltuma bakeri', 'Neltuma juliflora', 'Neltuma occidenatlis', 'Neltuma occidentalis', 'Neltuma pallescens', 'Prosopis bracteolata', 'Prosopis cumanensis', 'Prosopis domingensis', 'Prosopis dulcis domingensis', 'Prosopis horrida', 'Prosopis inermis', 'Prosopis vidaliana']"	13230|Prosopis juliflora	332948	Archaeplastida	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Prosopis	Prosopis juliflora
Pseudobombax septenatum|AE	bombacaceae	Pseudobombax	pseudobombax septenatum	AE	Pseudobombax septenatum	"['Bombax balanoides', 'Bombax barrigon', 'Bombax carabobense', 'Bombax heptaphyllum', 'Bombax septenatum', 'Pachira barrigon']"	681481|Pseudobombax septenatum	651365	Archaeplastida	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Pseudobombax	Pseudobombax septenatum
Gnaphalium roseum|WP	asteraceae	Gnaphalium	gnaphalium roseum	WP	Gnaphalium roseum	"['Gnaphalium nitens', 'Gnaphalium oblanceolatum', 'Gnaphalium roseum', 'Gnaphalium roseum angustifolium', 'Gnaphalium roseum roseum', 'Gnaphalium roseum sordescens']"		3898939	Archaeplastida	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Pseudognaphalium	Pseudognaphalium roseum
Pseudolmedia mollis|AE	moraceae	Pseudolmedia	pseudolmedia mollis	AE	Pseudolmedia mollis	"['Brosimum ramonense', 'Bucephalon glabratum', 'Pseudolmedia malacocarpa', 'Pseudolmedia mollis', 'Pseudolmedia oxyphyllaria', 'Pseudolmedia simiarum', 'Trophis glabrata']"		6108819	Archaeplastida	Streptophyta	Magnoliopsida	Rosales	Moraceae	Pseudolmedia	Pseudolmedia glabrata
Psiguria warscewiczii|WP	cucurbitaceae	Psiguria	psiguria warscewiczii	WP	Psiguria warscewiczii	"['Anguria aurantiaca', 'Anguria limonensis', 'Anguria magdalenae', 'Anguria tonduzii', 'Anguria warscewicziana', 'Anguria warscewiczii', 'Psiguria aurantiaca']"	501919|Psiguria warscewiczii	1025138	Archaeplastida	Streptophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Psiguria	Psiguria warscewiczii
Psychotria hoffmannseggiana|L	rubiaceae	Psychotria	psychotria hoffmannseggiana	L	Psychotria hoffmannseggiana	['Psychotria involucrata']	96295|Psychotria hoffmannseggiana	231065	Archaeplastida	Streptophyta	Magnoliopsida	Gentianales	Rubiaceae	Psychotria	Psychotria hoffmannseggiana
Psychotria microdon|WP	rubiaceae	Psychotria	psychotria microdon	WP	Psychotria microdon	"['Eumachia microdon', 'Mapouria microdon', 'Margaritopsis microdon', 'Psychotria cyrilli-nelsonii', 'Psychotria microdon meridionalis', 'Psychotria pinularis', 'Rondeletia microdon', 'Rondeletia microdonta', 'Rudgea alvarezii']"	77888|Psychotria microdon	1033196	Archaeplastida	Streptophyta	Magnoliopsida	Gentianales	Rubiaceae	Psychotria	Psychotria microdon
Puya dasylirioides|WP	bromeliaceae	Puya	puya dasylirioides	WP	Puya dasylirioides	[]	693555|Puya dasylirioides	1040463	Archaeplastida	Streptophyta	Magnoliopsida	Poales	Bromeliaceae	Puya	Puya dasylirioides
Quassia amara|WP	simaroubaceae	Quassia	quassia amara	WP	Quassia amara	"['Quassia alatifolia', 'Quassia amara amara', 'Quassia amara grandiflora', 'Quassia amara paniculata', 'Quassia crocea', 'Quassia officinalis']"	43725|Quassia amara	708243	Archaeplastida	Streptophyta	Magnoliopsida	Sapindales	Simaroubaceae	Quassia	Quassia amara
Quercus seemannii|AE	fagaceae	Quercus	quercus seemannii	AE	Quercus seemannii	"['Quercus boquetensis', 'Quercus borucasana', 'Quercus citrifolia', 'Quercus eugeniifolia', 'Quercus eugeniifolia petiolata', 'Quercus flagellifera', 'Quercus granulata', 'Quercus petiolata', 'Quercus pittieri', 'Quercus salicifolia seemannii']"	2033710|Quercus seemannii	7056100	Archaeplastida	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	Quercus seemannii
Quiina macrophylla|AE	quiinaceae	Quiina	quiina macrophylla	AE	Quiina macrophylla	"['Quiina schippii', 'Quiina spruceana', 'Quiina ulei']"	313271|Quiina macrophylla	515134	Archaeplastida	Streptophyta	Magnoliopsida	Malpighiales	Ochnaceae	Quiina	Quiina macrophylla
Randia altiscandens|WP	rubiaceae	Randia	randia altiscandens	WP	Randia altiscandens	"['Basanacantha altiscandens', 'Randia pepoformis']"	203049|Randia altiscandens	210035	Archaeplastida	Streptophyta	Magnoliopsida	Gentianales	Rubiaceae	Randia	Randia altiscandens
Randia armata|L	rubiaceae	Randia	randia armata	L	Randia armata	"['Gardenia armata', 'Randia armata pubescens', 'Randia spinosa', 'Solena armata']"	203050|Randia armata	784318	Archaeplastida	Streptophyta	Magnoliopsida	Gentianales	Rubiaceae	Randia	Randia armata
Ranunculus peruvianus|WP	ranunculaceae	Ranunculus	ranunculus peruvianus	WP	Ranunculus peruvianus	['Ranunculus centellifolius']	671259|Ranunculus peruvianus	546757	Archaeplastida	Streptophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Ranunculus	Ranunculus peruvianus
Rauvolfia littoralis|L	apocynaceae	Rauvolfia	rauvolfia littoralis	L	Rauvolfia littoralis	"['Rauvolfia indosinensis', 'Rauvolfia macrocarpa', 'Rauvolfia multiflora']"	681485|Rauvolfia littoralis	651357	Archaeplastida	Streptophyta	Magnoliopsida	Gentianales	Apocynaceae	Rauvolfia	Rauvolfia littoralis
Renealmia pluriplicata|WP	zingiberaceae	Renealmia	renealmia pluriplicata	WP	Renealmia pluriplicata	[]	376580|Renealmia pluriplicata	239376	Archaeplastida	Streptophyta	Magnoliopsida	Zingiberales	Zingiberaceae	Renealmia	Renealmia pluriplicata
Rhizophora mangle|L	rhizophoraceae	Rhizophora	rhizophora mangle	L	Rhizophora mangle	['Rhizophora americana']	40031|Rhizophora mangle	81500	Archaeplastida	Streptophyta	Magnoliopsida	Malpighiales	Rhizophoraceae	Rhizophora	Rhizophora mangle
Rhynchospora polyphylla|WP	cyperaceae	Rhynchospora	rhynchospora polyphylla	WP	Rhynchospora polyphylla	"['Dichromena contracta', 'Dichromena polyphylla', 'Haloschoenus contractus', 'Haloschoenus pygmaeus', 'Haloschoenus pygmaeus publ', 'Haloschoenus rigidus', 'Juncus parviflorus', 'Mitrospora polyphylla', 'Mitrospora wageneriana', 'Psilocarya teneriffae', 'Rhynchospora adulta', 'Rhynchospora contracta', 'Rhynchospora costaricensis', 'Rhynchospora ferruginea', 'Rhynchospora ferruginea publ', 'Rhynchospora micrantha contracta', 'Rhynchospora minutiflora', 'Rhynchospora minutiflora publ', 'Rhynchospora paniculata', 'Rhynchospora parviflora publ', 'Rhynchospora polycephala', 'Rhynchospora polycephala publ', 'Rhynchospora polyphylla brunnescens', 'Rhynchospora polyphylla contracta', 'Rhynchospora polyphylla longispiculosa', 'Rhynchospora polyphylla publ', 'Rhynchospora pyramidata', 'Rhynchospora rigida', 'Rhynchospora sparsa', 'Rhynchospora wageneriana', 'Schoenus polyphyllus', 'Schoenus teneriffae', 'Schoenus teneriffae publ', 'Scleria cincta', 'Scleria micrantha', 'Scleria minutiflora', 'Scleria minutiflora publ', 'Zosterospermon gracile']"	1129529|Rhynchospora polyphylla	896029	Archaeplastida	Streptophyta	Magnoliopsida	Poales	Cyperaceae	Rhynchospora	Rhynchospora polyphylla
Rinorea squamata|AE	violaceae	Rinorea	rinorea squamata	AE	Rinorea squamata	['Rinorea pubipes']	1129535|Rinorea squamata	321533	Archaeplastida	Streptophyta	Magnoliopsida	Malpighiales	Violaceae	Rinorea	Rinorea squamata
Roldana scandens|L	asteraceae	Roldana	roldana scandens	L	Roldana scandens	[]		7610484	Archaeplastida	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Roldana	Roldana scandens
Rottboellia cochinchinensis|WP	poaceae	Rottboellia	rottboellia cochinchinensis	WP	Rottboellia cochinchinensis	"['Aegilops exaltata', 'Aegilops fluviatilis', 'Manisuris exaltata', 'Manisuris exaltata appendiculata', 'Ophiuros appendiculatus', 'Rottboellia arundinacea', 'Rottboellia denudata', 'Rottboellia exaltata', 'Rottboellia exaltata appendiculata', 'Rottboellia exaltata arundinacea', 'Rottboellia exaltata glaberrima', 'Rottboellia hispida', 'Rottboellia setosa', 'Stegosia cochinchinensis', 'Stegosia exaltata']"	300125|Rottboellia cochinchinensis	30534	Archaeplastida	Streptophyta	Magnoliopsida	Poales	Poaceae	Rottboellia	Rottboellia cochinchinensis
Ruellia macrantha|AE	acanthaceae	Ruellia	ruellia macrantha	AE	Ruellia macrantha	"['Dipteracanthus macranthus', 'Dipteracanthus speciosus', 'Ruellia magnifica', 'Ruellia speciosa']"	440987|Ruellia macrantha	680286	Archaeplastida	Streptophyta	Magnoliopsida	Lamiales	Acanthaceae	Ruellia	Ruellia macrantha
Saccharum officinarum|WP	poaceae	Saccharum	saccharum officinarum	WP	Saccharum officinarum	"['Arundo saccharifera oppr', 'Saccharum atrorubens', 'Saccharum bataviense', 'Saccharum fragile', 'Saccharum glabrum', 'Saccharum hybridum', 'Saccharum infirmum', 'Saccharum luzonicum', 'Saccharum maddenii', 'Saccharum monandrum', 'Saccharum obscurum', 'Saccharum occidentale', 'Saccharum officinale', 'Saccharum officinarum atrorubens', 'Saccharum officinarum brevipedicellatum', 'Saccharum officinarum fragile', 'Saccharum officinarum fragile-variegatum', 'Saccharum officinarum genuinum', 'Saccharum officinarum giganteum', 'Saccharum officinarum glabrum', 'Saccharum officinarum jamaicense', 'Saccharum officinarum litteratum', 'Saccharum officinarum litteratum-breve', 'Saccharum officinarum luridum', 'Saccharum officinarum luteum-durum', 'Saccharum officinarum luzonicum', 'Saccharum officinarum obscurum', 'Saccharum officinarum oceanica', 'Saccharum officinarum oceanicum', 'Saccharum officinarum otaheitensa', 'Saccharum officinarum otaheitense', 'Saccharum officinarum purpureum', 'Saccharum officinarum rubicundum', 'Saccharum officinarum rubrum-altum', 'Saccharum officinarum rubrum-humile', 'Saccharum officinarum tahitense', 'Saccharum officinarum variegatum', 'Saccharum officinarum violaceum', 'Saccharum rubicundum', 'Saccharum spontaneum luzonicum', 'Saccharum violaceum']"	4547|Saccharum officinarum	1079465	Archaeplastida	Streptophyta	Magnoliopsida	Poales	Poaceae	Saccharum	Saccharum officinarum
Sacoglottis trichogyna|L	humiriaceae	Sacoglottis	sacoglottis trichogyna	L	Sacoglottis trichogyna	[]		6101284	Archaeplastida	Streptophyta	Magnoliopsida	Malpighiales	Humiriaceae	Sacoglottis	Sacoglottis trichogyna
Samanea saman|AE	fabaceae/mim.	Samanea	samanea saman	AE	Samanea saman	"['Acacia propinqua', 'Albizia saman', 'Albizzia saman', 'Calliandra saman', 'Enterolobium saman', 'Feuilleea saman', 'Inga cinerea', 'Inga salutaris', 'Inga saman', 'Mimosa pubifera', 'Mimosa saman', 'Pithecellobium cinereum', 'Pithecellobium saman', 'Pithecellobium saman saman', 'Pithecolobium saman', 'Zygia saman']"	76910|Samanea saman	930721	Archaeplastida	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Samanea	Samanea saman
Sansevieria trifasciata|WP	dracaenaceae	Sansevieria	sansevieria trifasciata	WP	Sansevieria trifasciata	"['Sansevieria jacquinii', 'Sansevieria laurentii', 'Sansevieria trifasciata laurentii', 'Sansevieria zeylanica laurentii']"	39534|Sansevieria trifasciata	497827	Archaeplastida	Streptophyta	Magnoliopsida	Asparagales	Asparagaceae	Sansevieria	Sansevieria trifasciata
Sapium laurifolium|L	euphorbiaceae	Sapium	sapium laurifolium	L	Sapium laurifolium	"['Excoecaria laurocerasus elliptica', 'Excoecaria laurocerasus laurifolia', 'Sapium anadenum', 'Sapium brownei', 'Sapium decipiens', 'Sapium eglandulosum', 'Sapium jamaicense', 'Sapium laurocerasum laurifolium', 'Sapium laurocerasus ellipticum', 'Sapium laurocerasus laurifolium', 'Sapium pleiostachys', 'Sapium utile', 'Stillingia laurifolia']"	1487833|Sapium laurifolium	3911904	Archaeplastida	Streptophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Sapium	Sapium laurifolium
Sapranthus viridiflorus|AE	annonaceae	Sapranthus	sapranthus viridiflorus	AE	Sapranthus viridiflorus	[]	235835|Sapranthus viridiflorus	778413	Archaeplastida	Streptophyta	Magnoliopsida	Magnoliales	Annonaceae	Sapranthus	Sapranthus viridiflorus
Sarcaulus brasiliensis|L	sapotaceae	Sarcaulus	sarcaulus brasiliensis	L	Sarcaulus brasiliensis	"['Achras brasiliensis', 'Chrysophyllum brasiliense', 'Chrysophyllum brasiliense minus', 'Chrysophyllum macrophyllum', 'Sarcaulus brasiliensis brasiliensis', 'Sarcaulus macrophyllus']"	357095|Sarcaulus brasiliensis	296601	Archaeplastida	Streptophyta	Magnoliopsida	Ericales	Sapotaceae	Sarcaulus	Sarcaulus brasiliensis
Schizolobium parahyba|L	fabaceae/caes.	Schizolobium	schizolobium parahyba	L	Schizolobium parahyba	"['Caesalpinia parahyba', 'Cassia parahyba', 'Schizolobium excelsum', 'Schizolobium glutinosum', 'Schizolobium kellermanii', 'Schizolobium parahyba parahyba', 'Schizolobium parahybrum', 'Schizolobium parahybum']"	46664|Schizolobium parahyba	765777	Archaeplastida	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Schizolobium	Schizolobium parahyba
Scleria eggersiana|WP	cyperaceae	Scleria	scleria eggersiana	WP	Scleria eggersiana	"['Scleria grisebachii', 'Scleria microcarpa', 'Scleria microcarpa latifolia', 'Scleria mitis', 'Scleria mitis eggersiana']"	1735494|Scleria eggersiana	3957422	Archaeplastida	Streptophyta	Magnoliopsida	Poales	Cyperaceae	Scleria	Scleria eggersiana
Scleria melaleuca|WP	cyperaceae	Scleria	scleria melaleuca	WP	Scleria melaleuca	"['Dichromena vahlii', 'Schoenus latifolius', 'Scleria affinis', 'Scleria asperata', 'Scleria asperata publ', 'Scleria boliviana', 'Scleria communis', 'Scleria congolensis', 'Scleria conspersa', 'Scleria flagellata', 'Scleria latifolia', 'Scleria longifolia', 'Scleria margaritifera', 'Scleria melaleuca', 'Scleria ottonis', 'Scleria pittieri', 'Scleria platensis', 'Scleria pratensis', 'Scleria pratensis melanocarpa', 'Scleria pratensis pratensis', 'Scleria pterota', 'Scleria pterota melaleuca', 'Scleria pterota pterota', 'Scleria pterota submelaleuca', 'Scleria scindens', 'Scleria selloana', 'Scleria simplicior']"	1129711|Scleria gaertneri	854045	Archaeplastida	Streptophyta	Magnoliopsida	Poales	Cyperaceae	Scleria	Scleria gaertneri
Scleria microcarpa|WP	cyperaceae	Scleria	scleria microcarpa	WP	Scleria microcarpa	"['Ophryoscleria microcarpa', 'Scleria foliosa', 'Scleria microcarpa foliosa', 'Scleria microcarpa subeggersiana']"	1735515|Scleria microcarpa	3957531	Archaeplastida	Streptophyta	Magnoliopsida	Poales	Cyperaceae	Scleria	Scleria microcarpa
Senna cobanensis|WP	fabaceae/caes.	Senna	senna cobanensis	WP	Senna cobanensis	"['Cassia cobanensis', 'Cassia leiophylla pubescens', 'Vogelocassia cobanensis']"		3916918	Archaeplastida	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Senna	Senna cobanensis
Siparuna grandiflora|WP	monimiaceae	Siparuna	siparuna grandiflora	WP	Siparuna grandiflora	"['Citrosma grandiflora', 'Citrosma kunthii', 'Siparuna auriculata', 'Siparuna hispida', 'Siparuna kunthii', 'Siparuna tonduziana']"		6028063	Archaeplastida	Streptophyta	Magnoliopsida	Laurales	Siparunaceae	Siparuna	Siparuna grandiflora
Sloanea terniflora|AE	elaeocarpaceae	Sloanea	sloanea terniflora	AE	Sloanea terniflora	"['Dasycarpus quadrivalvis', 'Dasycarpus quadrivalvis obovata', 'Lasiocarpus triflorus', 'Lecostemon terniflorum', 'Lecostomon terniflorum', 'Sloanea quadrivalvis']"	681488|Sloanea terniflora	651352	Archaeplastida	Streptophyta	Magnoliopsida	Oxalidales	Elaeocarpaceae	Sloanea	Sloanea terniflora
Smilax vanilliodora|WP	smilacaceae	Smilax	smilax vanilliodora	WP	Smilax vanilliodora	"['Sarsaparilla acuminata', 'Smilax acuminata', 'Smilax barbillana', 'Smilax bernhardii', 'Smilax chiriquensis', 'Smilax flavescens', 'Smilax gilgiana', 'Smilax longifolia', 'Smilax longifolia variegata', 'Smilax officinalis publ', 'Smilax papyracea', 'Smilax pohliana', 'Smilax procera', 'Smilax quinquenervia', 'Smilax standleyi', 'Smilax syphilitica', 'Smilax tijucensis', 'Smilax tijucensis gardneriana', 'Smilax tijucensis pohliana', 'Smilax tonduzii', 'Smilax vanilliodora']"	1080339|Smilax officinalis	229060	Archaeplastida	Streptophyta	Magnoliopsida	Liliales	Smilacaceae	Smilax	Smilax officinalis
Solanum acerifolium|WP	solanaceae	Solanum	solanum acerifolium	WP	Solanum acerifolium	"['Solanum acerosum', 'Solanum arcuatum', 'Solanum hastatum', 'Solanum luteo-virescens', 'Solanum quinquangulare']"	238980|Solanum acerifolium	835021	Archaeplastida	Streptophyta	Magnoliopsida	Solanales	Solanaceae	Solanum	Solanum acerifolium
Solanum adhaerens|AE	solanaceae	Solanum	solanum adhaerens	AE	Solanum adhaerens	[]	115660|Solanum adhaerens	207710	Archaeplastida	Streptophyta	Magnoliopsida	Solanales	Solanaceae	Solanum	Solanum adhaerens
Solanum circinatum|L	solanaceae	Solanum	solanum circinatum	L	Solanum circinatum	[]	265393|Solanum circinatum	280098	Archaeplastida	Streptophyta	Magnoliopsida	Solanales	Solanaceae	Solanum	Solanum circinatum
Solanum roblense|WP	solanaceae	Solanum	solanum roblense	WP	Solanum roblense	[]		3869913	Archaeplastida	Streptophyta	Magnoliopsida	Solanales	Solanaceae	Solanum	Solanum roblense
Solanum rudepannum|L	solanaceae	Solanum	solanum rudepannum	L	Solanum rudepannum	[]	744116|Solanum rudepannum	192054	Archaeplastida	Streptophyta	Magnoliopsida	Solanales	Solanaceae	Solanum	Solanum rudepannum
Solanum schlechtendalianum|WP	solanaceae	Solanum	solanum schlechtendalianum	WP	Solanum schlechtendalianum	"['Capparis hypoleuca', 'Solanum edwardi', 'Solanum fragile', 'Solanum geminiflorum', 'Solanum geminifolium', 'Solanum geminifolium Schltdl. & Cham., nom. illeg.', 'Solanum gentlei', 'Solanum lasiantherum', 'Solanum riedlei', 'Solanum salviifolium']"	205581|Solanum schlechtendalianum	4054	Archaeplastida	Streptophyta	Magnoliopsida	Solanales	Solanaceae	Solanum	Solanum schlechtendalianum
Solanum storckii|AE	solanaceae	Solanum	solanum storckii	AE	Solanum storkii	[]		3869938	Archaeplastida	Streptophyta	Magnoliopsida	Solanales	Solanaceae	Solanum	Solanum storkii
Solanum valerianum|WP	solanaceae	Solanum	solanum valerianum	WP	Solanum valerianum	[]		3870020	Archaeplastida	Streptophyta	Magnoliopsida	Solanales	Solanaceae	Solanum	Solanum valerianum
Sorocea pubivena|L	moraceae	Sorocea	sorocea pubivena	L	Sorocea pubivena	[]	241924|Sorocea pubivena	552696	Archaeplastida	Streptophyta	Magnoliopsida	Rosales	Moraceae	Sorocea	Sorocea pubivena
Sparattanthelium amazonum|WP	hernandiaceae	Sparattanthelium	sparattanthelium amazonum	WP	Sparattanthelium amazonum	"['Sparattanthelium amazonum guatemalense', 'Sparattanthelium guatemalense', 'Sparattanthelium septentrionale']"	263814|Sparattanthelium amazonum	66539	Archaeplastida	Streptophyta	Magnoliopsida	Laurales	Hernandiaceae	Sparattanthelium	Sparattanthelium amazonum
Spathiphyllum laeve|WP	araceae	Spathiphyllum	spathiphyllum laeve	WP	Spathiphyllum laeve	[]		3999401	Archaeplastida	Streptophyta	Magnoliopsida	Alismatales	Araceae	Spathiphyllum	Spathiphyllum laeve
Borreria assurgens|WP	rubiaceae	Borreria	borreria assurgens	WP	Borreria assurgens	"['Bigelovia rubescens', 'Borreria assurgens', 'Borreria laevis', 'Diodia assurgens', 'Spermacoce ilheotica', 'Spermacoce rubescens', 'Spermacoce spiralis', 'Spermacoce suffrutescens']"	35917|Spermacoce assurgens	877655	Archaeplastida	Streptophyta	Magnoliopsida	Gentianales	Rubiaceae	Spermacoce	Spermacoce assurgens
Spondias radlkoferi|AE	anacardiaceae	Spondias	spondias radlkoferi	AE	Spondias radlkoferi	['Spondias nigrescens']	341681|Spondias radlkoferi	781279	Archaeplastida	Streptophyta	Magnoliopsida	Sapindales	Anacardiaceae	Spondias	Spondias radlkoferi
Stenospermation angustifolium|WP	araceae	Stenospermation	stenospermation angustifolium	WP	Stenospermation angustifolium	['Stenospermation gracile']	1475442|Stenospermation angustifolium	3999278	Archaeplastida	Streptophyta	Magnoliopsida	Alismatales	Araceae	Stenospermation	Stenospermation angustifolium
Stephanopodium costaricense|L	dichapetalaceae	Stephanopodium	stephanopodium costaricense	L	Stephanopodium costaricense	[]		6100131	Archaeplastida	Streptophyta	Magnoliopsida	Malpighiales	Dichapetalaceae	Stephanopodium	Stephanopodium costaricense
Steriphoma paradoxum|AE	capparidaceae	Steriphoma	steriphoma paradoxum	AE	Steriphoma paradoxum	[]	202643|Steriphoma paradoxum	684769	Archaeplastida	Streptophyta	Magnoliopsida	Brassicales	Capparaceae	Steriphoma	Steriphoma paradoxum
Strychnos nigricans|AE	loganiaceae	Strychnos	strychnos nigricans	AE	Strychnos nigricans	[]	1040908|Strychnos nigricans	602605	Archaeplastida	Streptophyta	Magnoliopsida	Gentianales	Loganiaceae	Strychnos	Strychnos nigricans
Stylogyne laevis|L	myrsinaceae	Stylogyne	Stylogyne laevis	L		"['Ardisia guatemalensis', 'Ardisia laevis', 'Ardisia ramiflora', 'Stylogyne funckiana']"			Archaeplastida	Streptophyta	Magnoliopsida	Ericales	Primulaceae	Stylogyne	Stylogyne laevis
